quantity,Date,Region
472,2021-06-09,east
439,2021-06-09,west
457,2021-06-09,north
431,2021-06-09,south
421,2021-06-09,east
461,2021-06-09,west
468,2021-06-09,north
435,2021-06-09,south
402,2021-06-09,east
477,2021-06-09,west
456,2021-06-10,north
403,2021-06-10,south
500,2021-06-10,east
481,2021-06-10,west
478,2021-06-10,north
463,2021-06-10,south
458,2021-06-10,east
422,2021-06-10,west
421,2021-06-10,north
474,2021-06-10,south
440,2021-06-10,east
419,2021-06-10,west
482,2021-06-10,north
477,2021-06-10,south
498,2021-06-10,east
406,2021-06-10,west
461,2021-06-10,north
489,2021-06-10,south
403,2021-06-10,east
473,2021-06-10,west
478,2021-06-10,north
486,2021-06-10,south
448,2021-06-10,east
428,2021-06-10,west
468,2021-06-10,north
479,2021-06-10,south
496,2021-06-10,east
450,2021-06-10,west
477,2021-06-11,north
418,2021-06-11,south
460,2021-06-11,east
470,2021-06-11,west
491,2021-06-11,north
474,2021-06-11,south
423,2021-06-11,east
405,2021-06-11,west
491,2021-06-11,north
430,2021-06-11,south
403,2021-06-11,east
486,2021-06-11,west
477,2021-06-11,north
473,2021-06-11,south
482,2021-06-11,east
471,2021-06-11,west
415,2021-06-11,north
488,2021-06-11,south
439,2021-06-11,east
477,2021-06-11,west
481,2021-06-11,north
450,2021-06-11,south
442,2021-06-11,east
500,2021-06-11,west
491,2021-06-11,north
474,2021-06-11,south
413,2021-06-11,east
486,2021-06-11,west
419,2021-06-12,north
475,2021-06-12,south
454,2021-06-12,east
473,2021-06-12,west
482,2021-06-12,north
498,2021-06-12,south
463,2021-06-12,east
408,2021-06-12,west
421,2021-06-12,north
407,2021-06-12,south
482,2021-06-12,east
406,2021-06-12,west
433,2021-06-12,north
482,2021-06-12,south
402,2021-06-12,east
477,2021-06-12,west
466,2021-06-12,north
419,2021-06-12,south
423,2021-06-12,east
442,2021-06-12,west
405,2021-06-12,north
500,2021-06-12,south
436,2021-06-12,east
406,2021-06-12,west
421,2021-06-12,north
451,2021-06-12,south
425,2021-06-12,east
468,2021-06-12,west
441,2021-06-13,north
452,2021-06-13,south
427,2021-06-13,east
456,2021-06-13,west
416,2021-06-13,north
492,2021-06-13,south
486,2021-06-13,east
489,2021-06-13,west
453,2021-06-13,north
413,2021-06-13,south
475,2021-06-13,east
448,2021-06-13,west
418,2021-06-13,north
432,2021-06-13,south
417,2021-06-13,east
479,2021-06-13,west
477,2021-06-13,north
464,2021-06-13,south
412,2021-06-13,east
450,2021-06-13,west
448,2021-06-13,north
433,2021-06-13,south
434,2021-06-13,east
488,2021-06-13,west
499,2021-06-13,north
407,2021-06-13,south
426,2021-06-13,east
443,2021-06-13,west
497,2021-06-14,north
405,2021-06-14,south
492,2021-06-14,east
457,2021-06-14,west
449,2021-06-14,north
419,2021-06-14,south
475,2021-06-14,east
431,2021-06-14,west
497,2021-06-14,north
487,2021-06-14,south
418,2021-06-14,east
466,2021-06-14,west
485,2021-06-14,north
479,2021-06-14,south
419,2021-06-14,east
418,2021-06-14,west
402,2021-06-14,north
442,2021-06-14,south
442,2021-06-14,east
435,2021-06-14,west
470,2021-06-14,north
422,2021-06-14,south
456,2021-06-14,east
405,2021-06-14,west
421,2021-06-14,north
481,2021-06-14,south
432,2021-06-14,east
401,2021-06-14,west
418,2021-06-15,north
415,2021-06-15,south
425,2021-06-15,east
417,2021-06-15,west
411,2021-06-15,north
456,2021-06-15,south
463,2021-06-15,east
431,2021-06-15,west
452,2021-06-15,north
428,2021-06-15,south
428,2021-06-15,east
469,2021-06-15,west
460,2021-06-15,north
444,2021-06-15,south
414,2021-06-15,east
459,2021-06-15,west
422,2021-06-15,north
464,2021-06-15,south
413,2021-06-15,east
482,2021-06-15,west
454,2021-06-15,north
402,2021-06-15,south
412,2021-06-15,east
410,2021-06-15,west
404,2021-06-15,north
412,2021-06-15,south
461,2021-06-15,east
418,2021-06-15,west
482,2021-06-16,north
453,2021-06-16,south
429,2021-06-16,east
464,2021-06-16,west
491,2021-06-16,north
412,2021-06-16,south
431,2021-06-16,east
479,2021-06-16,west
455,2021-06-16,north
459,2021-06-16,south
483,2021-06-16,east
490,2021-06-16,west
441,2021-06-16,north
455,2021-06-16,south
447,2021-06-16,east
471,2021-06-16,west
481,2021-06-16,north
425,2021-06-16,south
455,2021-06-16,east
423,2021-06-16,west
480,2021-06-16,north
472,2021-06-16,south
406,2021-06-16,east
462,2021-06-16,west
413,2021-06-16,north
427,2021-06-16,south
456,2021-06-16,east
428,2021-06-16,west
452,2021-06-17,north
492,2021-06-17,south
412,2021-06-17,east
424,2021-06-17,west
432,2021-06-17,north
410,2021-06-17,south
422,2021-06-17,east
448,2021-06-17,west
434,2021-06-17,north
411,2021-06-17,south
492,2021-06-17,east
489,2021-06-17,west
482,2021-06-17,north
419,2021-06-17,south
469,2021-06-17,east
459,2021-06-17,west
440,2021-06-17,north
470,2021-06-17,south
453,2021-06-17,east
438,2021-06-17,west
472,2021-06-17,north
407,2021-06-17,south
401,2021-06-17,east
463,2021-06-17,west
422,2021-06-17,north
444,2021-06-17,south
417,2021-06-17,east
461,2021-06-17,west
465,2021-06-18,north
455,2021-06-18,south
457,2021-06-18,east
430,2021-06-18,west
457,2021-06-18,north
477,2021-06-18,south
464,2021-06-18,east
466,2021-06-18,west
473,2021-06-18,north
455,2021-06-18,south
402,2021-06-18,east
483,2021-06-18,west
453,2021-06-18,north
424,2021-06-18,south
447,2021-06-18,east
439,2021-06-18,west
417,2021-06-18,north
426,2021-06-18,south
463,2021-06-18,east
482,2021-06-18,west
424,2021-06-18,north
484,2021-06-18,south
408,2021-06-18,east
409,2021-06-18,west
473,2021-06-18,north
483,2021-06-18,south
415,2021-06-18,east
456,2021-06-18,west
432,2021-06-19,north
404,2021-06-19,south
486,2021-06-19,east
405,2021-06-19,west
452,2021-06-19,north
425,2021-06-19,south
414,2021-06-19,east
464,2021-06-19,west
445,2021-06-19,north
487,2021-06-19,south
446,2021-06-19,east
462,2021-06-19,west
476,2021-06-19,north
454,2021-06-19,south
444,2021-06-19,east
497,2021-06-19,west
413,2021-06-19,north
487,2021-06-19,south
464,2021-06-19,east
477,2021-06-19,west
431,2021-06-19,north
483,2021-06-19,south
416,2021-06-19,east
426,2021-06-19,west
479,2021-06-19,north
492,2021-06-19,south
412,2021-06-19,east
494,2021-06-19,west
456,2021-06-20,north
485,2021-06-20,south
446,2021-06-20,east
432,2021-06-20,west
427,2021-06-20,north
471,2021-06-20,south
439,2021-06-20,east
406,2021-06-20,west
489,2021-06-20,north
496,2021-06-20,south
475,2021-06-20,east
463,2021-06-20,west
449,2021-06-20,north
475,2021-06-20,south
430,2021-06-20,east
404,2021-06-20,west
427,2021-06-20,north
459,2021-06-20,south
498,2021-06-20,east
468,2021-06-20,west
437,2021-06-20,north
478,2021-06-20,south
427,2021-06-20,east
408,2021-06-20,west
400,2021-06-20,north
492,2021-06-20,south
419,2021-06-20,east
471,2021-06-20,west
472,2021-06-21,north
461,2021-06-21,south
421,2021-06-21,east
458,2021-06-21,west
463,2021-06-21,north
456,2021-06-21,south
478,2021-06-21,east
401,2021-06-21,west
407,2021-06-21,north
449,2021-06-21,south
474,2021-06-21,east
409,2021-06-21,west
460,2021-06-21,north
471,2021-06-21,south
463,2021-06-21,east
424,2021-06-21,west
437,2021-06-21,north
458,2021-06-21,south
415,2021-06-21,east
486,2021-06-21,west
487,2021-06-21,north
407,2021-06-21,south
494,2021-06-21,east
415,2021-06-21,west
414,2021-06-21,north
410,2021-06-21,south
489,2021-06-21,east
432,2021-06-21,west
456,2021-06-22,north
402,2021-06-22,south
419,2021-06-22,east
454,2021-06-22,west
403,2021-06-22,north
415,2021-06-22,south
409,2021-06-22,east
447,2021-06-22,west
475,2021-06-22,north
423,2021-06-22,south
439,2021-06-22,east
495,2021-06-22,west
457,2021-06-22,north
454,2021-06-22,south
446,2021-06-22,east
406,2021-06-22,west
481,2021-06-22,north
498,2021-06-22,south
417,2021-06-22,east
414,2021-06-22,west
411,2021-06-22,north
403,2021-06-22,south
475,2021-06-22,east
413,2021-06-22,west
462,2021-06-22,north
445,2021-06-22,south
469,2021-06-22,east
405,2021-06-22,west
416,2021-06-23,north
469,2021-06-23,south
448,2021-06-23,east
485,2021-06-23,west
473,2021-06-23,north
436,2021-06-23,south
455,2021-06-23,east
458,2021-06-23,west
431,2021-06-23,north
408,2021-06-23,south
407,2021-06-23,east
444,2021-06-23,west
490,2021-06-23,north
444,2021-06-23,south
463,2021-06-23,east
455,2021-06-23,west
452,2021-06-23,north
483,2021-06-23,south
414,2021-06-23,east
466,2021-06-23,west
484,2021-06-23,north
402,2021-06-23,south
444,2021-06-23,east
461,2021-06-23,west
408,2021-06-23,north
427,2021-06-23,south
454,2021-06-23,east
415,2021-06-23,west
478,2021-06-24,north
431,2021-06-24,south
412,2021-06-24,east
411,2021-06-24,west
496,2021-06-24,north
440,2021-06-24,south
498,2021-06-24,east
434,2021-06-24,west
426,2021-06-24,north
477,2021-06-24,south
483,2021-06-24,east
423,2021-06-24,west
460,2021-06-24,north
475,2021-06-24,south
496,2021-06-24,east
459,2021-06-24,west
469,2021-06-24,north
454,2021-06-24,south
500,2021-06-24,east
414,2021-06-24,west
441,2021-06-24,north
414,2021-06-24,south
494,2021-06-24,east
492,2021-06-24,west
477,2021-06-24,north
449,2021-06-24,south
403,2021-06-24,east
423,2021-06-24,west
428,2021-06-25,north
468,2021-06-25,south
406,2021-06-25,east
462,2021-06-25,west
472,2021-06-25,north
437,2021-06-25,south
499,2021-06-25,east
497,2021-06-25,west
440,2021-06-25,north
411,2021-06-25,south
444,2021-06-25,east
492,2021-06-25,west
438,2021-06-25,north
455,2021-06-25,south
478,2021-06-25,east
456,2021-06-25,west
464,2021-06-25,north
413,2021-06-25,south
441,2021-06-25,east
429,2021-06-25,west
465,2021-06-25,north
429,2021-06-25,south
450,2021-06-25,east
486,2021-06-25,west
482,2021-06-25,north
404,2021-06-25,south
477,2021-06-25,east
425,2021-06-25,west
413,2021-06-26,north
466,2021-06-26,south
429,2021-06-26,east
410,2021-06-26,west
421,2021-06-26,north
428,2021-06-26,south
441,2021-06-26,east
484,2021-06-26,west
438,2021-06-26,north
463,2021-06-26,south
412,2021-06-26,east
480,2021-06-26,west
500,2021-06-26,north
439,2021-06-26,south
484,2021-06-26,east
426,2021-06-26,west
444,2021-06-26,north
485,2021-06-26,south
432,2021-06-26,east
453,2021-06-26,west
406,2021-06-26,north
497,2021-06-26,south
428,2021-06-26,east
452,2021-06-26,west
478,2021-06-26,north
418,2021-06-26,south
427,2021-06-26,east
407,2021-06-26,west
419,2021-06-27,north
492,2021-06-27,south
439,2021-06-27,east
404,2021-06-27,west
406,2021-06-27,north
476,2021-06-27,south
447,2021-06-27,east
468,2021-06-27,west
437,2021-06-27,north
413,2021-06-27,south
469,2021-06-27,east
468,2021-06-27,west
475,2021-06-27,north
430,2021-06-27,south
434,2021-06-27,east
499,2021-06-27,west
461,2021-06-27,north
495,2021-06-27,south
413,2021-06-27,east
467,2021-06-27,west
428,2021-06-27,north
425,2021-06-27,south
406,2021-06-27,east
428,2021-06-27,west
497,2021-06-27,north
414,2021-06-27,south
458,2021-06-27,east
416,2021-06-27,west
437,2021-06-28,north
438,2021-06-28,south
410,2021-06-28,east
409,2021-06-28,west
465,2021-06-28,north
471,2021-06-28,south
499,2021-06-28,east
442,2021-06-28,west
420,2021-06-28,north
456,2021-06-28,south
451,2021-06-28,east
457,2021-06-28,west
440,2021-06-28,north
416,2021-06-28,south
403,2021-06-28,east
402,2021-06-28,west
471,2021-06-28,north
494,2021-06-28,south
477,2021-06-28,east
462,2021-06-28,west
407,2021-06-28,north
468,2021-06-28,south
406,2021-06-28,east
488,2021-06-28,west
458,2021-06-28,north
457,2021-06-28,south
411,2021-06-28,east
412,2021-06-28,west
431,2021-06-29,north
427,2021-06-29,south
456,2021-06-29,east
497,2021-06-29,west
446,2021-06-29,north
445,2021-06-29,south
443,2021-06-29,east
440,2021-06-29,west
478,2021-06-29,north
430,2021-06-29,south
437,2021-06-29,east
495,2021-06-29,west
490,2021-06-29,north
499,2021-06-29,south
477,2021-06-29,east
494,2021-06-29,west
404,2021-06-29,north
408,2021-06-29,south
477,2021-06-29,east
483,2021-06-29,west
447,2021-06-29,north
479,2021-06-29,south
430,2021-06-29,east
432,2021-06-29,west
434,2021-06-29,north
432,2021-06-29,south
412,2021-06-29,east
446,2021-06-29,west
408,2021-06-30,north
426,2021-06-30,south
498,2021-06-30,east
432,2021-06-30,west
499,2021-06-30,north
489,2021-06-30,south
436,2021-06-30,east
463,2021-06-30,west
474,2021-06-30,north
481,2021-06-30,south
460,2021-06-30,east
462,2021-06-30,west
451,2021-06-30,north
445,2021-06-30,south
496,2021-06-30,east
480,2021-06-30,west
445,2021-06-30,north
445,2021-06-30,south
492,2021-06-30,east
474,2021-06-30,west
430,2021-06-30,north
496,2021-06-30,south
477,2021-06-30,east
436,2021-06-30,west
434,2021-06-30,north
448,2021-06-30,south
465,2021-06-30,east
446,2021-06-30,west
413,2021-07-01,north
471,2021-07-01,south
441,2021-07-01,east
453,2021-07-01,west
473,2021-07-01,north
464,2021-07-01,south
429,2021-07-01,east
459,2021-07-01,west
417,2021-07-01,north
476,2021-07-01,south
412,2021-07-01,east
495,2021-07-01,west
411,2021-07-01,north
495,2021-07-01,south
404,2021-07-01,east
467,2021-07-01,west
431,2021-07-01,north
422,2021-07-01,south
481,2021-07-01,east
433,2021-07-01,west
419,2021-07-01,north
445,2021-07-01,south
481,2021-07-01,east
447,2021-07-01,west
460,2021-07-01,north
478,2021-07-01,south
465,2021-07-01,east
440,2021-07-01,west
401,2021-07-02,north
490,2021-07-02,south
500,2021-07-02,east
489,2021-07-02,west
451,2021-07-02,north
495,2021-07-02,south
419,2021-07-02,east
474,2021-07-02,west
410,2021-07-02,north
456,2021-07-02,south
436,2021-07-02,east
404,2021-07-02,west
407,2021-07-02,north
438,2021-07-02,south
491,2021-07-02,east
445,2021-07-02,west
498,2021-07-02,north
411,2021-07-02,south
443,2021-07-02,east
474,2021-07-02,west
452,2021-07-02,north
474,2021-07-02,south
427,2021-07-02,east
433,2021-07-02,west
431,2021-07-02,north
466,2021-07-02,south
416,2021-07-02,east
442,2021-07-02,west
492,2021-07-03,north
412,2021-07-03,south
418,2021-07-03,east
483,2021-07-03,west
487,2021-07-03,north
457,2021-07-03,south
473,2021-07-03,east
434,2021-07-03,west
427,2021-07-03,north
422,2021-07-03,south
405,2021-07-03,east
423,2021-07-03,west
464,2021-07-03,north
476,2021-07-03,south
470,2021-07-03,east
434,2021-07-03,west
449,2021-07-03,north
480,2021-07-03,south
472,2021-07-03,east
481,2021-07-03,west
473,2021-07-03,north
483,2021-07-03,south
402,2021-07-03,east
494,2021-07-03,west
465,2021-07-03,north
456,2021-07-03,south
487,2021-07-03,east
475,2021-07-03,west
479,2021-07-04,north
474,2021-07-04,south
422,2021-07-04,east
479,2021-07-04,west
452,2021-07-04,north
465,2021-07-04,south
402,2021-07-04,east
425,2021-07-04,west
458,2021-07-04,north
496,2021-07-04,south
438,2021-07-04,east
465,2021-07-04,west
408,2021-07-04,north
459,2021-07-04,south
414,2021-07-04,east
474,2021-07-04,west
400,2021-07-04,north
486,2021-07-04,south
408,2021-07-04,east
441,2021-07-04,west
442,2021-07-04,north
491,2021-07-04,south
469,2021-07-04,east
460,2021-07-04,west
421,2021-07-04,north
454,2021-07-04,south
447,2021-07-04,east
466,2021-07-04,west
441,2021-07-05,north
449,2021-07-05,south
466,2021-07-05,east
402,2021-07-05,west
480,2021-07-05,north
495,2021-07-05,south
480,2021-07-05,east
456,2021-07-05,west
490,2021-07-05,north
440,2021-07-05,south
448,2021-07-05,east
463,2021-07-05,west
440,2021-07-05,north
498,2021-07-05,south
468,2021-07-05,east
422,2021-07-05,west
440,2021-07-05,north
454,2021-07-05,south
488,2021-07-05,east
433,2021-07-05,west
467,2021-07-05,north
473,2021-07-05,south
496,2021-07-05,east
484,2021-07-05,west
435,2021-07-05,north
462,2021-07-05,south
449,2021-07-05,east
463,2021-07-05,west
486,2021-07-06,north
425,2021-07-06,south
447,2021-07-06,east
435,2021-07-06,west
445,2021-07-06,north
479,2021-07-06,south
500,2021-07-06,east
430,2021-07-06,west
404,2021-07-06,north
462,2021-07-06,south
411,2021-07-06,east
473,2021-07-06,west
488,2021-07-06,north
487,2021-07-06,south
498,2021-07-06,east
477,2021-07-06,west
490,2021-07-06,north
490,2021-07-06,south
465,2021-07-06,east
456,2021-07-06,west
475,2021-07-06,north
498,2021-07-06,south
427,2021-07-06,east
412,2021-07-06,west
496,2021-07-06,north
497,2021-07-06,south
429,2021-07-06,east
480,2021-07-06,west
492,2021-07-07,north
500,2021-07-07,south
463,2021-07-07,east
424,2021-07-07,west
450,2021-07-07,north
421,2021-07-07,south
455,2021-07-07,east
402,2021-07-07,west
445,2021-07-07,north
464,2021-07-07,south
486,2021-07-07,east
486,2021-07-07,west
486,2021-07-07,north
481,2021-07-07,south
434,2021-07-07,east
464,2021-07-07,west
413,2021-07-07,north
412,2021-07-07,south
400,2021-07-07,east
478,2021-07-07,west
418,2021-07-07,north
499,2021-07-07,south
416,2021-07-07,east
466,2021-07-07,west
482,2021-07-07,north
418,2021-07-07,south
472,2021-07-07,east
476,2021-07-07,west
408,2021-07-08,north
485,2021-07-08,south
475,2021-07-08,east
416,2021-07-08,west
495,2021-07-08,north
500,2021-07-08,south
430,2021-07-08,east
456,2021-07-08,west
473,2021-07-08,north
423,2021-07-08,south
436,2021-07-08,east
428,2021-07-08,west
497,2021-07-08,north
422,2021-07-08,south
429,2021-07-08,east
407,2021-07-08,west
410,2021-07-08,north
480,2021-07-08,south
403,2021-07-08,east
464,2021-07-08,west
475,2021-07-08,north
494,2021-07-08,south
449,2021-07-08,east
500,2021-07-08,west
408,2021-07-08,north
461,2021-07-08,south
415,2021-07-08,east
443,2021-07-08,west
421,2021-07-09,north
448,2021-07-09,south
403,2021-07-09,east
434,2021-07-09,west
459,2021-07-09,north
408,2021-07-09,south
406,2021-07-09,east
438,2021-07-09,west
420,2021-07-09,north
430,2021-07-09,south
401,2021-07-09,east
487,2021-07-09,west
419,2021-07-09,north
432,2021-07-09,south
406,2021-07-09,east
486,2021-07-09,west
434,2021-07-09,north
450,2021-07-09,south
470,2021-07-09,east
444,2021-07-09,west
471,2021-07-09,north
467,2021-07-09,south
493,2021-07-09,east
492,2021-07-09,west
494,2021-07-09,north
451,2021-07-09,south
443,2021-07-09,east
495,2021-07-09,west
439,2021-07-10,north
488,2021-07-10,south
408,2021-07-10,east
452,2021-07-10,west
431,2021-07-10,north
487,2021-07-10,south
468,2021-07-10,east
422,2021-07-10,west
415,2021-07-10,north
472,2021-07-10,south
412,2021-07-10,east
435,2021-07-10,west
495,2021-07-10,north
461,2021-07-10,south
483,2021-07-10,east
490,2021-07-10,west
454,2021-07-10,north
435,2021-07-10,south
425,2021-07-10,east
479,2021-07-10,west
423,2021-07-10,north
430,2021-07-10,south
490,2021-07-10,east
453,2021-07-10,west
500,2021-07-10,north
483,2021-07-10,south
455,2021-07-10,east
499,2021-07-10,west
434,2021-07-11,north
440,2021-07-11,south
452,2021-07-11,east
479,2021-07-11,west
488,2021-07-11,north
425,2021-07-11,south
493,2021-07-11,east
455,2021-07-11,west
415,2021-07-11,north
424,2021-07-11,south
440,2021-07-11,east
462,2021-07-11,west
405,2021-07-11,north
451,2021-07-11,south
438,2021-07-11,east
434,2021-07-11,west
429,2021-07-11,north
408,2021-07-11,south
444,2021-07-11,east
458,2021-07-11,west
409,2021-07-11,north
402,2021-07-11,south
412,2021-07-11,east
427,2021-07-11,west
453,2021-07-11,north
500,2021-07-11,south
427,2021-07-11,east
481,2021-07-11,west
402,2021-07-12,north
401,2021-07-12,south
450,2021-07-12,east
402,2021-07-12,west
436,2021-07-12,north
486,2021-07-12,south
452,2021-07-12,east
448,2021-07-12,west
448,2021-07-12,north
496,2021-07-12,south
447,2021-07-12,east
459,2021-07-12,west
457,2021-07-12,north
429,2021-07-12,south
461,2021-07-12,east
453,2021-07-12,west
408,2021-07-12,north
491,2021-07-12,south
478,2021-07-12,east
491,2021-07-12,west
500,2021-07-12,north
487,2021-07-12,south
424,2021-07-12,east
439,2021-07-12,west
499,2021-07-12,north
451,2021-07-12,south
500,2021-07-12,east
481,2021-07-12,west
429,2021-07-13,north
421,2021-07-13,south
453,2021-07-13,east
404,2021-07-13,west
401,2021-07-13,north
437,2021-07-13,south
410,2021-07-13,east
476,2021-07-13,west
436,2021-07-13,north
441,2021-07-13,south
483,2021-07-13,east
480,2021-07-13,west
458,2021-07-13,north
415,2021-07-13,south
472,2021-07-13,east
444,2021-07-13,west
450,2021-07-13,north
440,2021-07-13,south
455,2021-07-13,east
465,2021-07-13,west
484,2021-07-13,north
402,2021-07-13,south
498,2021-07-13,east
498,2021-07-13,west
490,2021-07-13,north
467,2021-07-13,south
435,2021-07-13,east
476,2021-07-13,west
459,2021-07-14,north
466,2021-07-14,south
456,2021-07-14,east
409,2021-07-14,west
485,2021-07-14,north
476,2021-07-14,south
486,2021-07-14,east
459,2021-07-14,west
470,2021-07-14,north
409,2021-07-14,south
419,2021-07-14,east
413,2021-07-14,west
421,2021-07-14,north
466,2021-07-14,south
461,2021-07-14,east
432,2021-07-14,west
483,2021-07-14,north
411,2021-07-14,south
418,2021-07-14,east
453,2021-07-14,west
454,2021-07-14,north
439,2021-07-14,south
425,2021-07-14,east
490,2021-07-14,west
427,2021-07-14,north
450,2021-07-14,south
465,2021-07-14,east
466,2021-07-14,west
475,2021-07-15,north
474,2021-07-15,south
451,2021-07-15,east
461,2021-07-15,west
483,2021-07-15,north
479,2021-07-15,south
443,2021-07-15,east
485,2021-07-15,west
488,2021-07-15,north
451,2021-07-15,south
478,2021-07-15,east
500,2021-07-15,west
466,2021-07-15,north
485,2021-07-15,south
472,2021-07-15,east
450,2021-07-15,west
431,2021-07-15,north
487,2021-07-15,south
474,2021-07-15,east
467,2021-07-15,west
454,2021-07-15,north
481,2021-07-15,south
405,2021-07-15,east
448,2021-07-15,west
422,2021-07-15,north
429,2021-07-15,south
459,2021-07-15,east
451,2021-07-15,west
488,2021-07-16,north
404,2021-07-16,south
407,2021-07-16,east
431,2021-07-16,west
443,2021-07-16,north
469,2021-07-16,south
445,2021-07-16,east
428,2021-07-16,west
473,2021-07-16,north
439,2021-07-16,south
462,2021-07-16,east
483,2021-07-16,west
470,2021-07-16,north
435,2021-07-16,south
407,2021-07-16,east
479,2021-07-16,west
420,2021-07-16,north
457,2021-07-16,south
450,2021-07-16,east
444,2021-07-16,west
427,2021-07-16,north
490,2021-07-16,south
436,2021-07-16,east
456,2021-07-16,west
406,2021-07-16,north
485,2021-07-16,south
411,2021-07-16,east
477,2021-07-16,west
429,2021-07-17,north
416,2021-07-17,south
469,2021-07-17,east
446,2021-07-17,west
441,2021-07-17,north
422,2021-07-17,south
480,2021-07-17,east
462,2021-07-17,west
453,2021-07-17,north
436,2021-07-17,south
496,2021-07-17,east
404,2021-07-17,west
496,2021-07-17,north
438,2021-07-17,south
438,2021-07-17,east
467,2021-07-17,west
500,2021-07-17,north
499,2021-07-17,south
409,2021-07-17,east
449,2021-07-17,west
470,2021-07-17,north
426,2021-07-17,south
403,2021-07-17,east
443,2021-07-17,west
429,2021-07-17,north
466,2021-07-17,south
469,2021-07-17,east
418,2021-07-17,west
475,2021-07-18,north
433,2021-07-18,south
435,2021-07-18,east
477,2021-07-18,west
452,2021-07-18,north
454,2021-07-18,south
500,2021-07-18,east
442,2021-07-18,west
414,2021-07-18,north
496,2021-07-18,south
466,2021-07-18,east
500,2021-07-18,west
407,2021-07-18,north
454,2021-07-18,south
429,2021-07-18,east
497,2021-07-18,west
429,2021-07-18,north
482,2021-07-18,south
423,2021-07-18,east
419,2021-07-18,west
441,2021-07-18,north
424,2021-07-18,south
433,2021-07-18,east
437,2021-07-18,west
495,2021-07-18,north
486,2021-07-18,south
477,2021-07-18,east
471,2021-07-18,west
459,2021-07-19,north
434,2021-07-19,south
408,2021-07-19,east
441,2021-07-19,west
440,2021-07-19,north
461,2021-07-19,south
443,2021-07-19,east
498,2021-07-19,west
466,2021-07-19,north
453,2021-07-19,south
403,2021-07-19,east
427,2021-07-19,west
496,2021-07-19,north
498,2021-07-19,south
408,2021-07-19,east
413,2021-07-19,west
466,2021-07-19,north
440,2021-07-19,south
489,2021-07-19,east
436,2021-07-19,west
401,2021-07-19,north
464,2021-07-19,south
462,2021-07-19,east
419,2021-07-19,west
449,2021-07-19,north
429,2021-07-19,south
407,2021-07-19,east
433,2021-07-19,west
487,2021-07-20,north
476,2021-07-20,south
489,2021-07-20,east
478,2021-07-20,west
455,2021-07-20,north
441,2021-07-20,south
490,2021-07-20,east
439,2021-07-20,west
462,2021-07-20,north
456,2021-07-20,south
493,2021-07-20,east
410,2021-07-20,west
407,2021-07-20,north
415,2021-07-20,south
462,2021-07-20,east
463,2021-07-20,west
406,2021-07-20,north
458,2021-07-20,south
430,2021-07-20,east
406,2021-07-20,west
420,2021-07-20,north
481,2021-07-20,south
478,2021-07-20,east
468,2021-07-20,west
490,2021-07-20,north
490,2021-07-20,south
460,2021-07-20,east
452,2021-07-20,west
423,2021-07-21,north
455,2021-07-21,south
440,2021-07-21,east
461,2021-07-21,west
425,2021-07-21,north
414,2021-07-21,south
434,2021-07-21,east
450,2021-07-21,west
435,2021-07-21,north
424,2021-07-21,south
455,2021-07-21,east
409,2021-07-21,west
462,2021-07-21,north
409,2021-07-21,south
461,2021-07-21,east
470,2021-07-21,west
423,2021-07-21,north
439,2021-07-21,south
425,2021-07-21,east
497,2021-07-21,west
485,2021-07-21,north
446,2021-07-21,south
497,2021-07-21,east
417,2021-07-21,west
436,2021-07-21,north
415,2021-07-21,south
453,2021-07-21,east
439,2021-07-21,west
456,2021-07-22,north
428,2021-07-22,south
441,2021-07-22,east
490,2021-07-22,west
500,2021-07-22,north
472,2021-07-22,south
445,2021-07-22,east
445,2021-07-22,west
444,2021-07-22,north
415,2021-07-22,south
499,2021-07-22,east
428,2021-07-22,west
495,2021-07-22,north
453,2021-07-22,south
404,2021-07-22,east
413,2021-07-22,west
424,2021-07-22,north
410,2021-07-22,south
432,2021-07-22,east
471,2021-07-22,west
431,2021-07-22,north
406,2021-07-22,south
473,2021-07-22,east
492,2021-07-22,west
439,2021-07-22,north
492,2021-07-22,south
486,2021-07-22,east
438,2021-07-22,west
412,2021-07-23,north
440,2021-07-23,south
478,2021-07-23,east
415,2021-07-23,west
439,2021-07-23,north
444,2021-07-23,south
428,2021-07-23,east
437,2021-07-23,west
487,2021-07-23,north
423,2021-07-23,south
470,2021-07-23,east
488,2021-07-23,west
461,2021-07-23,north
413,2021-07-23,south
459,2021-07-23,east
456,2021-07-23,west
422,2021-07-23,north
422,2021-07-23,south
405,2021-07-23,east
400,2021-07-23,west
485,2021-07-23,north
500,2021-07-23,south
494,2021-07-23,east
449,2021-07-23,west
453,2021-07-23,north
496,2021-07-23,south
427,2021-07-23,east
475,2021-07-23,west
403,2021-07-24,north
447,2021-07-24,south
472,2021-07-24,east
425,2021-07-24,west
492,2021-07-24,north
432,2021-07-24,south
435,2021-07-24,east
465,2021-07-24,west
433,2021-07-24,north
498,2021-07-24,south
412,2021-07-24,east
409,2021-07-24,west
461,2021-07-24,north
480,2021-07-24,south
491,2021-07-24,east
449,2021-07-24,west
465,2021-07-24,north
497,2021-07-24,south
490,2021-07-24,east
479,2021-07-24,west
414,2021-07-24,north
478,2021-07-24,south
477,2021-07-24,east
404,2021-07-24,west
411,2021-07-24,north
414,2021-07-24,south
462,2021-07-24,east
452,2021-07-24,west
447,2021-07-25,north
